id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
1129;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2530.00;20770.00;54.00;435.00;7.5000;0.0051;198500;NEEDS CHECK;0;1;OK
1130;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3000.00;24090.00;60.00;460.00;2.2000;0.0227;117900;CORRECT;0;1;OK
1131;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3290.00;25420.00;54.00;451.00;0.5500;0.0897;86000;CORRECT;0;1;OK
1132;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3140.00;24830.00;56.00;455.00;3.0000;0.0163;118700;CORRECT;0;1;OK
1133;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2920.00;27180.00;51.00;401.00;0.2500;0.1655;76000;CORRECT;0;1;OK
1134;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2880.00;20680.00;52.00;440.00;0.7500;0.0555;96400;CORRECT;0;1;OK
1135;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2460.00;25100.00;60.00;475.00;11.0000;0.0037;266400;NEEDS CHECK;0;1;OK
1136;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3310.00;25490.00;52.00;423.00;1.1000;0.0435;90400;CORRECT;0;1;OK
1137;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2730.00;20680.00;52.00;414.00;0.7500;0.0526;96100;CORRECT;0;1;OK
1138;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2260.00;20770.00;61.00;467.00;11.0000;0.0035;250600;NEEDS CHECK;0;1;OK
1139;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2480.00;29760.00;60.00;425.00;0.2500;0.1653;90100;CORRECT;0;1;OK
1140;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3010.00;22740.00;60.00;406.00;11.0000;0.0046;248400;NEEDS CHECK;0;1;OK
1141;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2900.00;23490.00;55.00;431.00;15.0000;0.0030;316600;NEEDS CHECK;0;1;OK
1142;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3090.00;27760.00;54.00;412.00;11.0000;0.0042;267000;NEEDS CHECK;0;1;OK
1143;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2870.00;22840.00;52.00;480.00;0.2500;0.1658;81600;CORRECT;0;1;OK
1144;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2220.00;21090.00;59.00;446.00;1.5000;0.0243;103000;CORRECT;0;1;OK
1145;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2870.00;27470.00;52.00;456.00;11.0000;0.0038;261300;NEEDS CHECK;0;1;OK
1146;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2580.00;22740.00;59.00;425.00;0.1800;0.2349;81000;CORRECT;0;1;OK
1147;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3200.00;23520.00;50.00;424.00;4.0000;0.0111;134500;NEEDS CHECK;0;1;OK
1148;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2330.00;24750.00;57.00;475.00;5.5000;0.0067;165500;NEEDS CHECK;0;1;OK
1149;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2770.00;22130.00;52.00;481.00;0.3700;0.1081;91200;CORRECT;0;1;OK
1150;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2880.00;22740.00;58.00;402.00;1.1000;0.0422;92900;CORRECT;0;1;OK
1151;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2350.00;20930.00;56.00;424.00;7.5000;0.0049;194400;NEEDS CHECK;0;1;OK
1152;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3140.00;21540.00;51.00;432.00;0.7500;0.0593;84900;CORRECT;0;1;OK
1153;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3090.00;20150.00;51.00;461.00;15.0000;0.0029;329600;NEEDS CHECK;0;1;OK
1154;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2820.00;22910.00;59.00;402.00;0.5500;0.0840;94700;CORRECT;0;1;OK
1155;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2370.00;26190.00;51.00;439.00;1.5000;0.0224;99200;CORRECT;0;1;OK
1156;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2220.00;28670.00;60.00;454.00;0.5500;0.0673;90100;CORRECT;0;1;OK
1157;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2310.00;25950.00;55.00;475.00;1.5000;0.0235;95700;CORRECT;0;1;OK
1158;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2920.00;21820.00;54.00;415.00;0.7500;0.0584;87600;CORRECT;0;1;OK
1159;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3140.00;24490.00;57.00;444.00;0.5500;0.0904;81700;CORRECT;0;1;OK
1160;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2470.00;26210.00;58.00;487.00;0.7500;0.0531;84200;CORRECT;0;1;OK
1161;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2740.00;25140.00;55.00;419.00;5.5000;0.0076;179000;NEEDS CHECK;0;1;OK
1162;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2620.00;25000.00;52.00;410.00;15.0000;0.0025;315900;NEEDS CHECK;0;1;OK
1163;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2320.00;28800.00;59.00;454.00;4.0000;0.0095;145000;NEEDS CHECK;0;1;OK
1164;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3210.00;22540.00;60.00;457.00;0.7500;0.0713;87100;CORRECT;0;1;OK
1165;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2580.00;26070.00;53.00;464.00;3.0000;0.0127;120400;CORRECT;0;1;OK
1166;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2910.00;25860.00;59.00;409.00;2.2000;0.0217;105800;CORRECT;0;1;OK
1167;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2490.00;22220.00;59.00;400.00;0.5500;0.0742;84800;CORRECT;0;1;OK
1168;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2660.00;22980.00;53.00;468.00;15.0000;0.0026;325300;NEEDS CHECK;0;1;OK
1169;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2680.00;22360.00;57.00;459.00;0.1800;0.2357;86600;CORRECT;0;1;OK
1170;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3000.00;22340.00;52.00;417.00;0.7500;0.0578;99300;CORRECT;0;1;OK
1171;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2750.00;23660.00;55.00;402.00;0.5500;0.0764;78700;CORRECT;0;1;OK
1172;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3210.00;23810.00;58.00;479.00;7.5000;0.0069;193400;NEEDS CHECK;0;1;OK
1173;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3270.00;25670.00;59.00;461.00;2.2000;0.0244;113500;CORRECT;0;1;OK
1174;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3070.00;27810.00;59.00;447.00;1.5000;0.0335;113300;CORRECT;0;1;OK
1175;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3250.00;21180.00;55.00;433.00;2.2000;0.0226;116900;CORRECT;0;1;OK
1176;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2570.00;22550.00;51.00;486.00;0.1800;0.2023;92100;CORRECT;0;1;OK
1177;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2910.00;27720.00;53.00;476.00;0.7500;0.0571;100400;CORRECT;0;1;OK
1178;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3110.00;23300.00;59.00;425.00;7.5000;0.0068;206700;NEEDS CHECK;0;1;OK
1179;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2220.00;21940.00;53.00;422.00;0.3700;0.0883;80800;CORRECT;0;1;OK
1180;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2510.00;28360.00;60.00;428.00;0.1800;0.2324;85200;CORRECT;0;1;OK
1181;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3190.00;25190.00;58.00;415.00;0.3700;0.1389;80700;CORRECT;0;1;OK
1182;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2620.00;28490.00;53.00;414.00;1.1000;0.0351;99800;CORRECT;0;1;OK
1183;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3260.00;25140.00;51.00;413.00;0.7500;0.0616;87400;CORRECT;0;1;OK
1184;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2710.00;29260.00;58.00;459.00;0.1800;0.2426;75300;CORRECT;0;1;OK
1185;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2900.00;25740.00;52.00;428.00;3.0000;0.0140;134200;NEEDS CHECK;0;1;OK
1186;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2380.00;28780.00;57.00;448.00;0.5500;0.0685;78800;CORRECT;0;1;OK
1187;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3220.00;25500.00;57.00;404.00;0.3700;0.1378;86500;CORRECT;0;1;OK
1188;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2770.00;26430.00;51.00;469.00;0.2500;0.1570;89400;CORRECT;0;1;OK
1189;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2400.00;23590.00;55.00;471.00;5.5000;0.0067;172800;NEEDS CHECK;0;1;OK
1190;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3120.00;26380.00;56.00;410.00;15.0000;0.0032;314900;NEEDS CHECK;0;1;OK
1191;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3300.00;29430.00;59.00;445.00;4.0000;0.0135;135600;NEEDS CHECK;0;1;OK
1192;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2760.00;27060.00;55.00;469.00;0.1800;0.2343;72700;CORRECT;0;1;OK
1193;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2880.00;22140.00;60.00;443.00;2.2000;0.0218;111200;CORRECT;0;1;OK
1194;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2950.00;24140.00;53.00;415.00;1.5000;0.0290;109200;CORRECT;0;1;OK
1195;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2680.00;25140.00;50.00;479.00;0.7500;0.0496;102100;CORRECT;0;1;OK
1196;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2720.00;28650.00;56.00;450.00;0.3700;0.1144;77900;CORRECT;0;1;OK
1197;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3080.00;27340.00;50.00;461.00;2.2000;0.0194;112600;CORRECT;0;1;OK
1198;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2490.00;23990.00;51.00;460.00;0.1800;0.1960;87400;CORRECT;0;1;OK
1199;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2500.00;22860.00;50.00;483.00;0.1800;0.1929;73100;CORRECT;0;1;OK
1200;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2540.00;25840.00;55.00;460.00;15.0000;0.0026;332300;NEEDS CHECK;0;1;OK
1201;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3200.00;23700.00;50.00;456.00;1.1000;0.0404;93000;CORRECT;0;1;OK
1202;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3310.00;22060.00;54.00;458.00;0.2500;0.1986;81700;CORRECT;0;1;OK
1203;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2810.00;26840.00;57.00;417.00;0.3700;0.1202;92400;CORRECT;0;1;OK
1204;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2790.00;25230.00;52.00;437.00;15.0000;0.0027;326100;NEEDS CHECK;0;1;OK
1205;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3040.00;20270.00;59.00;462.00;1.1000;0.0453;91800;CORRECT;0;1;OK
1206;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2910.00;20900.00;54.00;401.00;15.0000;0.0029;314400;NEEDS CHECK;0;1;OK
1207;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2550.00;29490.00;58.00;429.00;0.2500;0.1643;88600;CORRECT;0;1;OK
1208;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2870.00;21050.00;58.00;470.00;15.0000;0.0031;321500;NEEDS CHECK;0;1;OK
1209;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2660.00;22580.00;53.00;417.00;3.0000;0.0131;125300;NEEDS CHECK;0;1;OK
1210;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2350.00;21160.00;51.00;438.00;1.5000;0.0222;109800;CORRECT;0;1;OK
1211;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2470.00;25030.00;60.00;404.00;5.5000;0.0075;178000;NEEDS CHECK;0;1;OK
1212;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2440.00;27540.00;59.00;447.00;11.0000;0.0036;253700;NEEDS CHECK;0;1;OK
1213;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2650.00;29790.00;58.00;475.00;0.2500;0.1708;80100;CORRECT;0;1;OK
1214;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2820.00;20150.00;59.00;460.00;1.1000;0.0420;90000;CORRECT;0;1;OK
1215;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3200.00;23580.00;57.00;427.00;11.0000;0.0046;252700;NEEDS CHECK;0;1;OK
1216;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2600.00;26410.00;58.00;422.00;15.0000;0.0028;324900;NEEDS CHECK;0;1;OK
1217;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2870.00;24430.00;50.00;483.00;4.0000;0.0100;136000;NEEDS CHECK;0;1;OK
1218;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2320.00;21450.00;50.00;473.00;15.0000;0.0021;330000;NEEDS CHECK;0;1;OK
1219;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2230.00;20400.00;51.00;440.00;0.2500;0.1264;91100;CORRECT;0;1;OK
1220;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3230.00;24520.00;50.00;468.00;15.0000;0.0030;312100;NEEDS CHECK;0;1;OK
1221;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3160.00;25790.00;59.00;486.00;1.1000;0.0471;88100;CORRECT;0;1;OK
1222;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2940.00;24760.00;53.00;415.00;7.5000;0.0058;199700;NEEDS CHECK;0;1;OK
1223;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2820.00;20330.00;58.00;414.00;7.5000;0.0061;201400;NEEDS CHECK;0;1;OK
1224;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3100.00;20110.00;56.00;473.00;0.7500;0.0643;91000;CORRECT;0;1;OK
1225;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3070.00;26910.00;58.00;431.00;0.2500;0.1978;82900;CORRECT;0;1;OK
1226;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3200.00;23630.00;50.00;413.00;0.5500;0.0808;78100;CORRECT;0;1;OK
1227;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2850.00;29460.00;56.00;482.00;2.2000;0.0202;110900;CORRECT;0;1;OK
1228;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3170.00;24220.00;54.00;460.00;11.0000;0.0043;256700;NEEDS CHECK;0;1;OK
1229;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;3290.00;28380.00;52.00;416.00;0.5500;0.0864;87800;CORRECT;0;1;OK
1230;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2670.00;25800.00;59.00;422.00;15.0000;0.0029;324200;NEEDS CHECK;0;1;OK
1231;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2330.00;29770.00;57.00;471.00;2.2000;0.0168;107800;CORRECT;0;1;OK
1232;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;2860.00;22540.00;50.00;481.00;1.1000;0.0361;88000;CORRECT;0;1;OK
1233;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3310.00;24160.00;52.00;418.00;5.5000;0.0087;177400;NEEDS CHECK;0;1;OK
1234;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3290.00;20770.00;54.00;432.00;5.5000;0.0090;167500;NEEDS CHECK;0;1;OK
1235;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2260.00;24370.00;53.00;430.00;11.0000;0.0030;260800;NEEDS CHECK;0;1;OK
1236;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;3290.00;29490.00;51.00;425.00;0.1800;0.2589;81800;CORRECT;0;1;OK
1237;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2670.00;20790.00;56.00;472.00;0.7500;0.0554;90100;CORRECT;0;1;OK
1238;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;2680.00;23800.00;51.00;404.00;3.0000;0.0127;130400;NEEDS CHECK;0;1;OK
1239;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;3280.00;23540.00;57.00;507.00;1.5000;0.0346;118800;CORRECT;0;1;OK
1240;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2490.00;32230.00;61.00;523.00;0.7500;0.0563;107800;CORRECT;0;1;OK
1241;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2620.00;31940.00;60.00;520.00;3.0000;0.0146;126300;CORRECT;0;1;OK
1242;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2760.00;31350.00;62.00;483.00;0.3700;0.1285;88300;CORRECT;0;1;OK
1243;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;3270.00;32530.00;67.00;482.00;11.0000;0.0055;270800;NEEDS CHECK;0;1;OK
1244;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;3040.00;23950.00;68.00;519.00;4.0000;0.0144;146300;NEEDS CHECK;0;1;OK
1245;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;2790.00;27490.00;67.00;450.00;5.5000;0.0094;180000;NEEDS CHECK;0;1;OK
1246;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;3690.00;26370.00;66.00;546.00;2.2000;0.0307;125200;CORRECT;0;1;OK
1247;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;3570.00;31400.00;57.00;479.00;0.2500;0.2261;82700;CORRECT;0;1;OK
1248;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;2910.00;27870.00;62.00;502.00;0.1800;0.2784;91800;CORRECT;0;1;OK
1249;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;2840.00;25890.00;62.00;498.00;5.5000;0.0089;183100;NEEDS CHECK;0;1;OK
1250;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3630.00;29780.00;67.00;456.00;1.5000;0.0450;113700;CORRECT;0;1;OK
1251;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2960.00;31070.00;66.00;480.00;0.3700;0.1467;85200;CORRECT;0;1;OK
1252;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;2600.00;28790.00;56.00;537.00;0.3700;0.1093;85500;CORRECT;0;1;OK
1253;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2500.00;23140.00;59.00;508.00;15.0000;0.0027;320900;NEEDS CHECK;0;1;OK
1254;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;2860.00;30550.00;64.00;504.00;1.5000;0.0339;105900;CORRECT;0;1;OK
1255;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3390.00;28390.00;62.00;543.00;11.0000;0.0053;261600;NEEDS CHECK;0;1;OK
1256;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;2790.00;29180.00;67.00;517.00;7.5000;0.0069;213100;NEEDS CHECK;0;1;OK
1257;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;3600.00;30320.00;60.00;479.00;0.2500;0.2400;98500;CORRECT;0;1;OK
1258;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;2840.00;27060.00;67.00;544.00;3.0000;0.0176;137100;CORRECT;0;1;OK
1259;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;2540.00;29170.00;60.00;504.00;5.5000;0.0077;166700;NEEDS CHECK;0;1;OK
1260;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;3510.00;31970.00;65.00;453.00;7.5000;0.0084;210800;NEEDS CHECK;0;1;OK
1261;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;2520.00;33040.00;58.00;471.00;15.0000;0.0027;339200;NEEDS CHECK;0;1;OK
1262;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;2840.00;28000.00;62.00;537.00;15.0000;0.0033;323800;NEEDS CHECK;0;1;OK
1263;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;2800.00;24290.00;60.00;528.00;0.7500;0.0622;95300;CORRECT;0;1;OK
1264;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;2980.00;27700.00;63.00;474.00;2.2000;0.0237;123800;CORRECT;0;1;OK
1265;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;3110.00;27260.00;62.00;448.00;0.1800;0.2976;93800;CORRECT;0;1;OK
1266;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;2660.00;24040.00;65.00;500.00;0.3700;0.1298;96700;CORRECT;0;1;OK
1267;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;3570.00;31320.00;56.00;500.00;0.7500;0.0740;88000;CORRECT;0;1;OK
1268;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;3320.00;24620.00;59.00;470.00;11.0000;0.0049;253200;NEEDS CHECK;0;1;OK
1269;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;3330.00;28350.00;59.00;448.00;11.0000;0.0050;262500;NEEDS CHECK;0;1;OK
1270;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3320.00;33260.00;61.00;505.00;4.0000;0.0141;152100;CORRECT;0;1;OK
1271;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3010.00;22670.00;67.00;449.00;7.5000;0.0075;213300;NEEDS CHECK;0;1;OK
1272;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;2760.00;27350.00;61.00;516.00;11.0000;0.0043;268600;NEEDS CHECK;0;1;OK
1273;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;2940.00;25340.00;65.00;471.00;5.5000;0.0097;170100;NEEDS CHECK;0;1;OK
1274;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;2870.00;31180.00;68.00;449.00;1.1000;0.0493;93800;CORRECT;0;1;OK
1275;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;3580.00;25430.00;66.00;530.00;0.3700;0.1774;100000;CORRECT;0;1;OK
1276;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;3320.00;30950.00;59.00;453.00;0.3700;0.1471;96600;CORRECT;0;1;OK
1277;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;2680.00;23620.00;63.00;515.00;4.0000;0.0117;147200;NEEDS CHECK;0;1;OK
1278;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;3230.00;31330.00;58.00;538.00;0.3700;0.1406;102400;CORRECT;0;1;OK
1279;ВКОП;ВКОП 30-160-056-1;ВКОП 30-160-056;560;3050.00;24590.00;67.00;543.00;0.5500;0.1032;101100;CORRECT;0;1;OK
1280;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;3490.00;30470.00;59.00;464.00;0.1800;0.3178;83500;CORRECT;0;1;OK
1281;ВКОП;ВКОП 30-160-056-4;ВКОП 30-160-056;560;3220.00;23500.00;58.00;465.00;5.5000;0.0094;166300;NEEDS CHECK;0;1;OK
1282;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3140.00;29090.00;62.00;448.00;0.3700;0.1462;97200;CORRECT;0;1;OK
1283;ВКОП;ВКОП 30-160-056-3;ВКОП 30-160-056;560;3290.00;32760.00;59.00;547.00;15.0000;0.0036;325100;NEEDS CHECK;0;1;OK
1284;ВКОП;ВКОП 30-160-056-2;ВКОП 30-160-056;560;2660.00;26460.00;56.00;474.00;0.5500;0.0752;102400;CORRECT;0;1;OK
1285;ВКОП;ВКОП 30-160-056-5;ВКОП 30-160-056;560;3260.00;29010.00;59.00;474.00;0.7500;0.0712;91800;CORRECT;0;1;OK
